,Area Code,COGS,Profit GAP,Date,Inventory,Profit Margin,Market Size,Segment,Marketing,Entries,Product Line,Product Type,Product,Profit,Revenue,State,Target COGS,Target Profit Margin,Target Profit,Target Revenue,Total Expenses,Type
354,718,50,-0.03,2012-11-01,589,0.73,Major Market,East,14,1,Leaves,Tea,Green Tea,47,123,New York,50,0.7,50,120,26,Regular
355,860,53,-0.14,2012-11-01,380,0.71,Small Market,East,17,1,Beans,Espresso,Decaf Espresso,26,124,Connecticut,50,0.7,40,120,45,Decaf
356,435,54,0.02,2012-11-01,885,0.78,Small Market,West,15,1,Beans,Espresso,Decaf Espresso,52,132,Utah,50,0.7,50,120,26,Decaf
357,505,43,-0.1,2012-11-01,452,0.66,Small Market,South,14,1,Beans,Coffee,Colombian,20,109,New Mexico,50,0.7,30,120,46,Regular
358,504,61,-0.09,2012-11-01,-906,0.86,Small Market,South,55,1,Beans,Espresso,Caffe Latte,1,147,Louisiana,40,0.7,10,110,85,Regular
359,541,55,-0.14,2012-11-01,410,0.69,Small Market,West,20,1,Beans,Espresso,Caffe Latte,16,124,Oregon,50,0.7,30,120,53,Regular
360,860,82,0.08,2012-11-01,601,1.02,Small Market,East,31,1,Leaves,Herbal Tea,Lemon,38,184,Connecticut,60,0.7,30,130,64,Decaf
361,715,61,0.02,2012-11-01,613,0.86,Small Market,Central,55,1,Leaves,Tea,Earl Grey,2,147,Wisconsin,50,0.7,0,120,84,Regular
362,425,53,-0.01,2012-11-01,321,0.88,Small Market,West,16,1,Leaves,Tea,Darjeeling,49,141,Washington,30,0.7,50,100,39,Regular
363,419,47,-0.16,2012-12-01,521,0.65,Major Market,Central,42,1,Beans,Coffee,Decaf Irish Cream,-6,112,Ohio,40,0.7,10,110,71,Decaf
364,513,54,-0.11,2012-12-01,424,0.73,Major Market,Central,17,1,Beans,Coffee,Amaretto,29,127,Ohio,50,0.7,40,120,44,Regular
365,512,67,0.17,2012-12-01,-1239,1.01,Major Market,South,22,1,Beans,Espresso,Caffe Latte,47,168,Texas,50,0.7,30,120,54,Regular
366,309,54,0.03,2012-12-01,601,0.79,Major Market,Central,15,1,Leaves,Tea,Darjeeling,53,133,Illinois,40,0.7,50,110,26,Regular
367,816,63,-0.04,2012-12-01,1075,0.76,Small Market,Central,19,1,Beans,Coffee,Decaf Irish Cream,36,139,Missouri,60,0.7,40,130,40,Decaf
368,959,49,-0.19,2012-12-01,392,0.65,Small Market,East,16,1,Beans,Espresso,Decaf Espresso,21,114,Connecticut,40,0.7,40,110,44,Decaf
369,435,50,-0.03,2012-12-01,898,0.73,Small Market,West,14,1,Beans,Espresso,Decaf Espresso,47,123,Utah,40,0.7,50,110,26,Decaf
370,603,52,-0.13,2012-12-01,327,0.75,Small Market,East,16,1,Beans,Coffee,Amaretto,37,127,New Hampshire,40,0.7,50,110,38,Regular
371,475,55,-0.12,2012-12-01,627,0.76,Small Market,East,49,1,Beans,Espresso,Caffe Mocha,-2,131,Connecticut,50,0.7,10,120,78,Regular
372,603,49,-0.14,2012-12-01,335,0.69,Small Market,East,44,1,Beans,Espresso,Caffe Mocha,-4,118,New Hampshire,40,0.7,10,110,73,Regular
373,503,41,-0.19,2012-12-01,482,0.57,Small Market,West,13,1,Beans,Coffee,Colombian,1,98,Oregon,40,0.7,20,110,56,Regular
374,503,54,-0.12,2012-12-01,424,0.73,Small Market,West,17,1,Beans,Espresso,Caffe Mocha,28,127,Oregon,50,0.7,40,120,45,Regular
375,405,65,0.02,2012-12-01,403,0.8,Small Market,South,24,1,Leaves,Herbal Tea,Chamomile,22,145,Oklahoma,60,0.7,20,130,58,Decaf
376,435,52,-0.04,2012-12-01,327,0.75,Small Market,West,16,1,Leaves,Herbal Tea,Chamomile,36,127,Utah,40,0.7,40,110,39,Decaf
377,801,48,-0.12,2012-12-01,462,0.74,Small Market,West,15,1,Leaves,Herbal Tea,Lemon,28,122,Utah,40,0.7,40,110,46,Decaf
378,425,49,-0.04,2012-12-01,845,0.71,Small Market,West,13,1,Leaves,Herbal Tea,Lemon,46,120,Washington,40,0.7,50,110,25,Decaf
379,860,50,-0.03,2012-12-01,898,0.73,Small Market,East,14,1,Leaves,Tea,Darjeeling,47,123,Connecticut,50,0.7,50,120,26,Regular
380,234,51,-0.37,2013-10-01,503,0.71,Major Market,Central,46,1,Beans,Coffee,Decaf Irish Cream,-7,130,Ohio,40,0.7,30,110,76,Decaf
381,614,52,-0.21,2013-10-01,405,0.71,Major Market,Central,17,1,Beans,Coffee,Amaretto,39,131,Ohio,40,0.7,60,110,45,Regular
382,937,43,-0.18,2013-10-01,419,0.64,Major Market,Central,13,1,Beans,Coffee,Colombian,42,114,Ohio,30,0.7,60,100,36,Regular
383,774,51,-0.46,2013-10-01,542,0.65,Major Market,East,46,1,Beans,Espresso,Caffe Mocha,-16,124,Massachusetts,30,0.7,30,100,76,Regular
384,682,72,0.32,2013-10-01,-868,1.1,Major Market,South,23,1,Beans,Espresso,Caffe Latte,82,194,Texas,40,0.7,50,110,55,Regular
385,772,48,0.08,2013-10-01,851,0.7,Major Market,East,13,1,Leaves,Tea,Green Tea,68,126,Florida,50,0.7,60,120,24,Regular
386,225,60,0.16,2013-10-01,329,0.99,Small Market,South,18,1,Beans,Espresso,Caffe Mocha,86,169,Louisiana,30,0.7,70,100,41,Regular
387,541,52,-0.2,2013-10-01,405,0.71,Small Market,West,17,1,Beans,Espresso,Caffe Mocha,40,131,Oregon,30,0.7,60,100,44,Regular
388,425,56,-0.26,2013-10-01,385,0.7,Small Market,West,21,1,Beans,Espresso,Caffe Mocha,24,134,Washington,40,0.7,50,110,54,Regular
389,580,56,-0.26,2013-10-01,385,0.7,Small Market,South,21,1,Leaves,Herbal Tea,Chamomile,24,134,Oklahoma,40,0.7,50,110,54,Decaf
390,435,45,-0.26,2013-10-01,447,0.69,Small Market,West,14,1,Leaves,Herbal Tea,Lemon,34,121,Utah,20,0.7,60,90,46,Decaf
391,614,52,-0.14,2013-11-01,509,0.73,Major Market,Central,47,1,Beans,Coffee,Decaf Irish Cream,-4,133,Ohio,50,0.7,10,120,76,Decaf
392,234,46,0.07,2013-11-01,424,0.68,Major Market,Central,14,1,Beans,Coffee,Colombian,47,121,Ohio,40,0.7,40,110,36,Regular
393,970,52,-0.16,2013-11-01,509,0.73,Major Market,Central,47,1,Leaves,Herbal Tea,Lemon,-6,133,Colorado,40,0.7,10,110,77,Decaf
394,970,59,0.07,2013-11-01,411,0.79,Major Market,Central,19,1,Leaves,Herbal Tea,Mint,47,147,Colorado,50,0.7,40,120,47,Decaf
395,936,59,0.07,2013-11-01,411,0.79,Major Market,South,19,1,Leaves,Herbal Tea,Chamomile,47,147,Texas,50,0.7,40,120,47,Decaf
396,914,50,0.2,2013-11-01,589,0.73,Major Market,East,14,1,Leaves,Tea,Green Tea,70,131,New York,50,0.7,50,120,26,Regular
397,203,53,-0.01,2013-11-01,380,0.71,Small Market,East,17,1,Beans,Espresso,Decaf Espresso,39,132,Connecticut,50,0.7,40,120,45,Decaf
398,435,54,0.27,2013-11-01,885,0.78,Small Market,West,15,1,Beans,Espresso,Decaf Espresso,77,141,Utah,50,0.7,50,120,26,Decaf
399,505,43,0.0,2013-11-01,452,0.66,Small Market,South,14,1,Beans,Coffee,Colombian,30,116,New Mexico,50,0.7,30,120,46,Regular
400,318,61,-0.09,2013-11-01,-906,0.86,Small Market,South,55,1,Beans,Espresso,Caffe Latte,1,157,Louisiana,40,0.7,10,110,85,Regular
401,503,55,-0.06,2013-11-01,410,0.69,Small Market,West,20,1,Beans,Espresso,Caffe Latte,24,132,Oregon,50,0.7,30,120,53,Regular
402,475,82,0.26,2013-11-01,601,1.02,Small Market,East,31,1,Leaves,Herbal Tea,Lemon,56,196,Connecticut,60,0.7,30,130,64,Decaf
403,715,61,0.03,2013-11-01,613,0.86,Small Market,Central,55,1,Leaves,Tea,Earl Grey,3,157,Wisconsin,50,0.7,0,120,84,Regular
404,509,53,0.23,2013-11-01,321,0.88,Small Market,West,16,1,Leaves,Tea,Darjeeling,73,150,Washington,30,0.7,50,100,39,Regular
405,513,47,-0.19,2013-12-01,521,0.65,Major Market,Central,42,1,Beans,Coffee,Decaf Irish Cream,-9,119,Ohio,40,0.7,10,110,71,Decaf
406,234,54,0.03,2013-12-01,424,0.73,Major Market,Central,17,1,Beans,Coffee,Amaretto,43,135,Ohio,50,0.7,40,120,44,Regular
407,361,67,0.4,2013-12-01,-1239,1.01,Major Market,South,22,1,Beans,Espresso,Caffe Latte,70,179,Texas,50,0.7,30,120,54,Regular
408,630,54,0.29,2013-12-01,601,0.79,Major Market,Central,15,1,Leaves,Tea,Darjeeling,79,142,Illinois,40,0.7,50,110,26,Regular
409,636,63,0.13,2013-12-01,1075,0.76,Small Market,Central,19,1,Beans,Coffee,Decaf Irish Cream,53,148,Missouri,60,0.7,40,130,40,Decaf
410,203,49,-0.09,2013-12-01,392,0.65,Small Market,East,16,1,Beans,Espresso,Decaf Espresso,31,121,Connecticut,40,0.7,40,110,44,Decaf
411,435,50,0.2,2013-12-01,898,0.73,Small Market,West,14,1,Beans,Espresso,Decaf Espresso,70,131,Utah,40,0.7,50,110,26,Decaf
412,603,52,0.05,2013-12-01,327,0.75,Small Market,East,16,1,Beans,Coffee,Amaretto,55,135,New Hampshire,40,0.7,50,110,38,Regular
413,203,55,-0.13,2013-12-01,627,0.76,Small Market,East,49,1,Beans,Espresso,Caffe Mocha,-3,140,Connecticut,50,0.7,10,120,78,Regular
414,603,49,-0.16,2013-12-01,335,0.69,Small Market,East,44,1,Beans,Espresso,Caffe Mocha,-6,126,New Hampshire,40,0.7,10,110,73,Regular
415,541,41,-0.19,2013-12-01,482,0.57,Small Market,West,13,1,Beans,Coffee,Colombian,1,104,Oregon,40,0.7,20,110,56,Regular
416,503,54,0.02,2013-12-01,424,0.73,Small Market,West,17,1,Beans,Espresso,Caffe Mocha,42,135,Oregon,50,0.7,40,120,45,Regular
417,405,65,0.13,2013-12-01,403,0.8,Small Market,South,24,1,Leaves,Herbal Tea,Chamomile,33,155,Oklahoma,60,0.7,20,130,58,Decaf
418,435,52,0.13,2013-12-01,327,0.75,Small Market,West,16,1,Leaves,Herbal Tea,Chamomile,53,135,Utah,40,0.7,40,110,39,Decaf
419,435,48,0.02,2013-12-01,462,0.74,Small Market,West,15,1,Leaves,Herbal Tea,Lemon,42,130,Utah,40,0.7,40,110,46,Decaf
420,425,49,0.18,2013-12-01,845,0.71,Small Market,West,13,1,Leaves,Herbal Tea,Lemon,68,128,Washington,40,0.7,50,110,25,Decaf
421,959,50,0.2,2013-12-01,898,0.73,Small Market,East,14,1,Leaves,Tea,Darjeeling,70,131,Connecticut,50,0.7,50,120,26,Regular
422,937,21,-0.14,2012-10-01,480,0.32,Major Market,Central,5,1,Leaves,Herbal Tea,Chamomile,16,53,Ohio,0,0.3,30,30,16,Decaf
423,513,27,-0.1,2012-10-01,859,0.39,Major Market,Central,7,1,Leaves,Herbal Tea,Lemon,20,66,Ohio,10,0.3,30,40,19,Decaf
424,850,56,-0.04,2012-10-01,385,0.7,Major Market,East,21,1,Leaves,Herbal Tea,Lemon,16,126,Florida,30,0.3,20,60,54,Decaf
425,781,54,-0.07,2012-10-01,404,0.66,Major Market,East,20,1,Leaves,Herbal Tea,Lemon,13,120,Massachusetts,30,0.3,20,60,53,Decaf
426,413,21,-0.15,2012-10-01,480,0.32,Major Market,East,5,1,Leaves,Tea,Green Tea,15,53,Massachusetts,20,0.3,30,50,17,Regular
427,505,39,-0.06,2012-10-01,244,0.53,Small Market,South,12,1,Beans,Espresso,Decaf Espresso,14,92,New Mexico,20,0.3,20,50,39,Decaf
428,702,23,-0.13,2012-10-01,800,0.35,Small Market,West,6,1,Beans,Espresso,Decaf Espresso,17,58,Nevada,10,0.3,30,40,18,Decaf
429,563,21,-0.15,2012-10-01,846,0.31,Small Market,Central,5,1,Beans,Coffee,Amaretto,15,52,Iowa,10,0.3,30,40,16,Regular
430,603,25,-0.22,2012-10-01,209,0.31,Small Market,East,9,1,Beans,Espresso,Regular Espresso,-12,56,New Hampshire,10,0.3,10,40,43,Regular
431,405,21,-0.15,2012-10-01,480,0.32,Small Market,South,5,1,Beans,Espresso,Caffe Mocha,15,53,Oklahoma,0,0.3,30,30,17,Regular
432,702,0,0.02,2012-10-01,430,0.43,Small Market,West,0,1,Beans,Espresso,Caffe Latte,32,43,Nevada,0,0.3,30,30,11,Regular
433,603,34,-0.23,2012-10-01,240,0.43,Small Market,East,12,1,Leaves,Herbal Tea,Lemon,-3,77,New Hampshire,10,0.3,20,40,46,Decaf
434,505,21,-0.16,2012-10-01,846,0.31,Small Market,South,5,1,Leaves,Herbal Tea,Chamomile,14,52,New Mexico,10,0.3,30,40,17,Decaf
435,971,25,-0.13,2012-10-01,820,0.36,Small Market,West,7,1,Leaves,Herbal Tea,Chamomile,17,61,Oregon,10,0.3,30,40,19,Decaf
436,314,34,-0.13,2012-10-01,240,0.43,Small Market,Central,12,1,Leaves,Tea,Green Tea,-3,77,Missouri,10,0.3,10,40,46,Regular
437,603,21,-0.16,2012-10-01,846,0.31,Small Market,East,5,1,Leaves,Tea,Darjeeling,14,52,New Hampshire,20,0.3,30,50,17,Regular
438,435,39,-0.06,2012-10-01,244,0.53,Small Market,West,12,1,Leaves,Tea,Earl Grey,14,92,Utah,10,0.3,20,40,39,Regular
439,360,46,0.01,2012-10-01,449,0.67,Small Market,West,14,1,Leaves,Tea,Earl Grey,31,113,Washington,20,0.3,30,50,36,Regular
440,775,22,-0.03,2012-11-01,802,0.34,Small Market,West,6,1,Beans,Espresso,Decaf Espresso,17,56,Nevada,20,0.3,20,50,17,Decaf
441,505,34,0.06,2012-11-01,-522,0.42,Small Market,South,12,1,Beans,Espresso,Caffe Latte,-4,76,New Mexico,20,0.3,-10,50,46,Regular
442,253,22,-0.09,2012-11-01,570,0.3,Small Market,West,7,1,Beans,Espresso,Caffe Latte,11,52,Washington,20,0.3,20,50,19,Regular
443,603,33,-0.04,2012-11-01,243,0.41,Small Market,East,12,1,Leaves,Herbal Tea,Lemon,-4,74,New Hampshire,20,0.3,0,50,45,Decaf
444,505,29,-0.05,2012-11-01,1003,0.35,Small Market,South,8,1,Leaves,Herbal Tea,Lemon,5,64,New Mexico,20,0.3,10,50,30,Decaf
445,503,25,-0.01,2012-11-01,823,0.38,Small Market,West,7,1,Leaves,Herbal Tea,Chamomile,19,63,Oregon,20,0.3,20,50,19,Decaf
446,603,15,-0.12,2012-11-01,848,0.24,Small Market,East,4,1,Leaves,Tea,Darjeeling,8,39,New Hampshire,10,0.3,20,40,16,Regular
447,541,32,-0.02,2012-11-01,482,0.48,Small Market,West,8,1,Leaves,Tea,Darjeeling,28,80,Oregon,20,0.3,30,50,20,Regular
448,435,35,-0.01,2012-11-01,248,0.47,Small Market,West,11,1,Leaves,Tea,Earl Grey,9,82,Utah,20,0.3,10,50,38,Regular
449,801,34,-0.03,2012-11-01,211,0.42,Small Market,West,12,1,Leaves,Tea,Green Tea,-3,76,Utah,20,0.3,0,50,45,Regular
450,772,24,-0.08,2012-12-01,567,0.32,Major Market,East,7,1,Leaves,Herbal Tea,Chamomile,12,56,Florida,10,0.3,20,40,20,Decaf
451,505,38,0.12,2012-12-01,256,0.51,Small Market,South,12,1,Beans,Espresso,Decaf Espresso,12,89,New Mexico,30,0.3,0,60,39,Decaf
452,702,23,-0.03,2012-12-01,807,0.35,Small Market,West,6,1,Beans,Espresso,Decaf Espresso,17,58,Nevada,20,0.3,20,50,18,Decaf
453,641,16,-0.1,2012-12-01,851,0.25,Small Market,Central,4,1,Beans,Coffee,Amaretto,10,41,Iowa,10,0.3,20,40,15,Regular
454,563,31,-0.02,2012-12-01,1009,0.38,Small Market,Central,9,1,Beans,Coffee,Colombian,8,69,Iowa,30,0.3,10,60,30,Regular
455,603,20,-0.16,2012-12-01,218,0.25,Small Market,East,7,1,Beans,Espresso,Regular Espresso,-16,45,New Hampshire,10,0.3,0,40,41,Regular
456,580,29,0.04,2012-12-01,490,0.44,Small Market,South,8,1,Beans,Espresso,Caffe Mocha,24,73,Oklahoma,20,0.3,20,50,20,Regular
457,253,24,-0.07,2012-12-01,567,0.32,Small Market,West,7,1,Beans,Espresso,Caffe Latte,13,56,Washington,20,0.3,20,50,19,Regular
458,541,24,-0.01,2012-12-01,829,0.36,Small Market,West,6,1,Leaves,Herbal Tea,Chamomile,19,60,Oregon,20,0.3,20,50,17,Decaf
459,603,16,-0.1,2012-12-01,851,0.25,Small Market,East,4,1,Leaves,Tea,Darjeeling,10,41,New Hampshire,10,0.3,20,40,15,Regular
460,971,29,-0.05,2012-12-01,490,0.44,Small Market,West,8,1,Leaves,Tea,Darjeeling,25,73,Oregon,20,0.3,30,50,19,Regular
461,937,21,-0.06,2013-10-01,480,0.32,Major Market,Central,5,1,Leaves,Herbal Tea,Chamomile,24,56,Ohio,0,0.3,30,30,16,Decaf
462,937,27,0.0,2013-10-01,859,0.39,Major Market,Central,7,1,Leaves,Herbal Tea,Lemon,30,70,Ohio,10,0.3,30,40,19,Decaf
463,786,56,0.04,2013-10-01,385,0.7,Major Market,East,21,1,Leaves,Herbal Tea,Lemon,24,134,Florida,30,0.3,20,60,54,Decaf
464,339,54,-0.01,2013-10-01,404,0.66,Major Market,East,20,1,Leaves,Herbal Tea,Lemon,19,128,Massachusetts,30,0.3,20,60,53,Decaf
465,781,21,-0.08,2013-10-01,480,0.32,Major Market,East,5,1,Leaves,Tea,Green Tea,22,56,Massachusetts,20,0.3,30,50,17,Regular
466,505,39,0.01,2013-10-01,244,0.53,Small Market,South,12,1,Beans,Espresso,Decaf Espresso,21,98,New Mexico,20,0.3,20,50,39,Decaf
467,775,23,-0.05,2013-10-01,800,0.35,Small Market,West,6,1,Beans,Espresso,Decaf Espresso,25,62,Nevada,10,0.3,30,40,18,Decaf
468,515,21,-0.08,2013-10-01,846,0.31,Small Market,Central,5,1,Beans,Coffee,Amaretto,22,55,Iowa,10,0.3,30,40,16,Regular
469,603,25,-0.28,2013-10-01,209,0.31,Small Market,East,9,1,Beans,Espresso,Regular Espresso,-18,60,New Hampshire,10,0.3,10,40,43,Regular
470,580,21,-0.08,2013-10-01,480,0.32,Small Market,South,5,1,Beans,Espresso,Caffe Mocha,22,56,Oklahoma,0,0.3,30,30,17,Regular
471,702,0,0.17,2013-10-01,430,0.43,Small Market,West,0,1,Beans,Espresso,Caffe Latte,47,46,Nevada,0,0.3,30,30,11,Regular
472,603,34,-0.24,2013-10-01,240,0.43,Small Market,East,12,1,Leaves,Herbal Tea,Lemon,-4,82,New Hampshire,10,0.3,20,40,46,Decaf
473,505,21,-0.09,2013-10-01,846,0.31,Small Market,South,5,1,Leaves,Herbal Tea,Chamomile,21,55,New Mexico,10,0.3,30,40,17,Decaf
474,971,25,-0.05,2013-10-01,820,0.36,Small Market,West,7,1,Leaves,Herbal Tea,Chamomile,25,65,Oregon,10,0.3,30,40,19,Decaf
475,314,34,-0.14,2013-10-01,240,0.43,Small Market,Central,12,1,Leaves,Tea,Green Tea,-4,82,Missouri,10,0.3,10,40,46,Regular
476,603,21,-0.09,2013-10-01,846,0.31,Small Market,East,5,1,Leaves,Tea,Darjeeling,21,55,New Hampshire,20,0.3,30,50,17,Regular
477,435,39,0.01,2013-10-01,244,0.53,Small Market,West,12,1,Leaves,Tea,Earl Grey,21,98,Utah,10,0.3,20,40,39,Regular
478,509,46,0.16,2013-10-01,449,0.67,Small Market,West,14,1,Leaves,Tea,Earl Grey,46,120,Washington,20,0.3,30,50,36,Regular
479,775,22,0.05,2013-11-01,802,0.34,Small Market,West,6,1,Beans,Espresso,Decaf Espresso,25,60,Nevada,20,0.3,20,50,17,Decaf
480,505,34,0.04,2013-11-01,-522,0.42,Small Market,South,12,1,Beans,Espresso,Caffe Latte,-6,81,New Mexico,20,0.3,-10,50,46,Regular
481,425,22,-0.04,2013-11-01,570,0.3,Small Market,West,7,1,Beans,Espresso,Caffe Latte,16,55,Washington,20,0.3,20,50,19,Regular
482,603,33,-0.06,2013-11-01,243,0.41,Small Market,East,12,1,Leaves,Herbal Tea,Lemon,-6,79,New Hampshire,20,0.3,0,50,45,Decaf
483,505,29,-0.03,2013-11-01,1003,0.35,Small Market,South,8,1,Leaves,Herbal Tea,Lemon,7,68,New Mexico,20,0.3,10,50,30,Decaf
484,541,25,0.08,2013-11-01,823,0.38,Small Market,West,7,1,Leaves,Herbal Tea,Chamomile,28,67,Oregon,20,0.3,20,50,19,Decaf
485,603,15,-0.08,2013-11-01,848,0.24,Small Market,East,4,1,Leaves,Tea,Darjeeling,12,42,New Hampshire,10,0.3,20,40,16,Regular
486,503,32,0.12,2013-11-01,482,0.48,Small Market,West,8,1,Leaves,Tea,Darjeeling,42,85,Oregon,20,0.3,30,50,20,Regular
487,435,35,0.03,2013-11-01,248,0.47,Small Market,West,11,1,Leaves,Tea,Earl Grey,13,87,Utah,20,0.3,10,50,38,Regular
488,435,34,-0.04,2013-11-01,211,0.42,Small Market,West,12,1,Leaves,Tea,Green Tea,-4,81,Utah,20,0.3,0,50,45,Regular
489,904,24,-0.02,2013-12-01,567,0.32,Major Market,East,7,1,Leaves,Herbal Tea,Chamomile,18,60,Florida,10,0.3,20,40,20,Decaf
490,505,38,0.18,2013-12-01,256,0.51,Small Market,South,12,1,Beans,Espresso,Decaf Espresso,18,95,New Mexico,30,0.3,0,60,39,Decaf
491,775,23,0.05,2013-12-01,807,0.35,Small Market,West,6,1,Beans,Espresso,Decaf Espresso,25,62,Nevada,20,0.3,20,50,18,Decaf
492,563,16,-0.05,2013-12-01,851,0.25,Small Market,Central,4,1,Beans,Coffee,Amaretto,15,44,Iowa,10,0.3,20,40,15,Regular
493,641,31,0.02,2013-12-01,1009,0.38,Small Market,Central,9,1,Beans,Coffee,Colombian,12,74,Iowa,30,0.3,10,60,30,Regular
494,603,20,-0.24,2013-12-01,218,0.25,Small Market,East,7,1,Beans,Espresso,Regular Espresso,-24,48,New Hampshire,10,0.3,0,40,41,Regular
495,580,29,0.16,2013-12-01,490,0.44,Small Market,South,8,1,Beans,Espresso,Caffe Mocha,36,78,Oklahoma,20,0.3,20,50,20,Regular
496,206,24,-0.01,2013-12-01,567,0.32,Small Market,West,7,1,Beans,Espresso,Caffe Latte,19,60,Washington,20,0.3,20,50,19,Regular
497,503,24,0.08,2013-12-01,829,0.36,Small Market,West,6,1,Leaves,Herbal Tea,Chamomile,28,64,Oregon,20,0.3,20,50,17,Decaf
498,603,16,-0.05,2013-12-01,851,0.25,Small Market,East,4,1,Leaves,Tea,Darjeeling,15,44,New Hampshire,10,0.3,20,40,15,Regular
499,541,29,0.07,2013-12-01,490,0.44,Small Market,West,8,1,Leaves,Tea,Darjeeling,37,78,Oregon,20,0.3,30,50,19,Regular
500,915,76,-0.02,2012-10-01,580,1.11,Major Market,South,21,1,Beans,Espresso,Decaf Espresso,78,187,Texas,40,0.8,80,120,33,Decaf
501,713,52,-0.44,2012-10-01,405,0.71,Major Market,South,17,1,Leaves,Herbal Tea,Chamomile,26,123,Texas,30,0.8,70,110,45,Decaf
502,217,76,-0.02,2012-10-01,580,1.11,Major Market,Central,21,1,Leaves,Tea,Darjeeling,78,187,Illinois,50,0.8,80,130,33,Regular
503,847,72,0.05,2012-10-01,650,1.1,Major Market,Central,23,1,Leaves,Tea,Earl Grey,55,182,Illinois,50,0.8,50,130,55,Regular
504,660,65,-0.35,2012-10-01,1053,0.77,Small Market,Central,20,1,Beans,Coffee,Decaf Irish Cream,35,142,Missouri,50,0.8,70,130,42,Decaf
505,660,32,-0.52,2012-10-01,833,0.47,Small Market,Central,8,1,Beans,Espresso,Decaf Espresso,28,79,Missouri,30,0.8,80,110,19,Decaf
506,405,82,0.05,2012-10-01,788,1.23,Small Market,South,27,1,Beans,Espresso,Decaf Espresso,65,205,Oklahoma,50,0.8,60,130,58,Decaf
507,715,56,-0.35,2012-10-01,385,0.7,Small Market,Central,21,1,Beans,Coffee,Amaretto,15,126,Wisconsin,40,0.8,50,120,55,Regular
508,405,91,0.06,2012-10-01,-1785,1.27,Small Market,South,28,1,Beans,Espresso,Caffe Latte,76,218,Oklahoma,50,0.8,70,130,51,Regular
509,414,60,-0.23,2012-10-01,329,0.99,Small Market,Central,18,1,Leaves,Herbal Tea,Chamomile,57,159,Wisconsin,40,0.8,80,120,42,Decaf
510,419,55,-0.24,2012-11-01,410,0.69,Major Market,Central,20,1,Beans,Espresso,Decaf Espresso,16,124,Ohio,70,0.8,40,150,53,Decaf
511,330,59,-0.17,2012-11-01,411,0.79,Major Market,Central,19,1,Beans,Coffee,Amaretto,33,138,Ohio,50,0.8,50,130,46,Regular
512,650,75,0.19,2012-11-01,659,1.14,Major Market,West,24,1,Leaves,Tea,Green Tea,59,189,California,50,0.8,40,130,55,Regular
513,314,69,-0.02,2012-11-01,1060,0.81,Small Market,Central,21,1,Beans,Coffee,Decaf Irish Cream,38,150,Missouri,60,0.8,40,140,43,Decaf
514,503,46,-0.18,2012-11-01,424,0.68,Small Market,West,14,1,Beans,Coffee,Decaf Irish Cream,32,114,Oregon,50,0.8,50,130,36,Decaf
515,206,75,0.05,2012-11-01,1063,0.89,Small Market,West,23,1,Beans,Espresso,Decaf Espresso,45,164,Washington,70,0.8,40,150,44,Decaf
516,203,61,-0.08,2012-11-01,613,0.86,Small Market,East,55,1,Beans,Espresso,Caffe Mocha,2,147,Connecticut,60,0.8,10,140,84,Regular
517,225,47,-0.16,2012-11-01,834,0.68,Small Market,South,13,1,Beans,Coffee,Colombian,44,115,Louisiana,50,0.8,60,130,24,Regular
518,541,52,-0.14,2012-11-01,509,0.73,Small Market,West,47,1,Beans,Coffee,Amaretto,-4,125,Oregon,60,0.8,10,140,77,Regular
519,435,53,-0.23,2012-11-01,380,0.71,Small Market,West,17,1,Beans,Coffee,Colombian,27,124,Utah,60,0.8,50,140,44,Regular
520,503,59,-0.17,2012-11-01,411,0.79,Small Market,West,19,1,Beans,Espresso,Caffe Mocha,33,138,Oregon,50,0.8,50,130,46,Regular
521,920,53,-0.02,2012-11-01,321,0.88,Small Market,Central,16,1,Leaves,Herbal Tea,Chamomile,48,141,Wisconsin,50,0.8,50,130,40,Decaf
522,959,54,-0.09,2012-11-01,885,0.78,Small Market,East,15,1,Leaves,Tea,Darjeeling,51,132,Connecticut,50,0.8,60,130,27,Regular
523,740,46,-0.34,2012-12-01,422,0.57,Major Market,Central,17,1,Beans,Espresso,Decaf Espresso,6,103,Ohio,50,0.8,40,130,51,Decaf
524,630,67,0.07,2012-12-01,677,1.01,Major Market,Central,22,1,Leaves,Tea,Earl Grey,47,168,Illinois,50,0.8,40,130,54,Regular
525,518,54,-0.08,2012-12-01,601,0.79,Major Market,East,15,1,Leaves,Tea,Green Tea,52,133,New York,50,0.8,60,130,27,Regular
526,213,67,-0.03,2012-12-01,677,1.01,Major Market,West,22,1,Leaves,Tea,Green Tea,47,168,California,40,0.8,50,120,54,Regular
527,503,41,-0.25,2012-12-01,435,0.6,Small Market,West,13,1,Beans,Coffee,Decaf Irish Cream,25,101,Oregon,40,0.8,50,120,35,Decaf
528,715,65,-0.08,2012-12-01,403,0.8,Small Market,Central,24,1,Beans,Coffee,Amaretto,22,145,Wisconsin,60,0.8,30,140,58,Regular
529,503,47,-0.27,2012-12-01,521,0.65,Small Market,West,42,1,Beans,Coffee,Amaretto,-7,112,Oregon,50,0.8,20,130,72,Regular
530,801,49,-0.29,2012-12-01,392,0.65,Small Market,West,16,1,Beans,Coffee,Colombian,21,114,Utah,50,0.8,50,130,44,Regular
531,509,65,-0.07,2012-12-01,403,0.8,Small Market,West,24,1,Beans,Espresso,Caffe Mocha,23,145,Washington,60,0.8,30,140,57,Regular
